className	ReadingEase		ReadingEase(NL) StopwordRatio			StopKeyRatio			QuestionRatio	CodeElementRatio			ConceptualSimilarity			AuthorCommitsFile	CommittedTwice	TotalAuthoredCommits	ReviewingTwice	ReviewedCommitsFile	TotalReviewedCommits	ReviewedPRs	ExtLibSimilarity				
u	57.70428571428573	57.70428571428573		0.6486486486486487		0.6486486486486487		0.0		0.02702702702702703		0.22821773229381923		37	1	315		1	40	444	53		1.0		
u	91.69666666666669	97.70500000000003		0.48484848484848486		0.48484848484848486		0.0		0.2727272727272727		0.48626453908386463		0	0	315		1	3	428	50		0.7844860774155072		
u	100.0	100.0		0.5238095238095238		0.5238095238095238		0.0		0.023809523809523808		0.2279211529192759		0	0	511		1	8	887	92		0.13063386215380698		
u	75.87500000000001	75.87500000000001		0.5		0.5		0.0		0.25		0.6708203932499369		0	0	511		1	7	887	92		0.5575603979967406		
u	100.0	100.0		0.5		0.5		0.0		0.1		0.19999999999999996		0	0	511		1	15	887	92		0.22904130536577982		
u	100.0	100.0		0.6		0.6		1.0		0.05		0.0		2	1	456		1	10	919	99		0.06228746598642996		
u	95.68818181818183	95.68818181818183		0.5384615384615384		0.5384615384615384		0.0		0.07692307692307693		0.3651483716701107		0	0	456		0	0	919	99		0.43305019054662425		
u	66.40000000000003	NaN		0.3333333333333333		0.3333333333333333		1.0		1.0		0.6454972243679028		0	0	456		0	0	919	99		0.43305019054662425		
u	77.40864754098361	77.40864754098361		0.6153846153846154		0.6461538461538462		0.3333333333333333		0.015384615384615385		0.2326700202988444		0	0	456		0	0	919	99		0.43305019054662425		
u	100.0	100.0		0.4827586206896552		0.4827586206896552		0.5		0.034482758620689655		0.1556997888323046		0	0	456		0	0	919	99		0.2439346884545225		
u	68.9825	68.9825		0.4857142857142857		0.4857142857142857		0.0		0.02857142857142857		0.2475368857441686		0	0	456		0	0	919	99		0.2439346884545225		
u	83.32000000000004	83.32000000000004		0.3333333333333333		0.3333333333333333		0.0		0.16666666666666666		0.19999999999999996		0	0	370		1	15	2128	280		0.0		
u	95.16633333333334	95.16633333333334		0.4339622641509434		0.4339622641509434		0.0		0.018867924528301886		0.2342606428329091		0	0	370		1	15	2128	280		0.0		
u	77.81071428571428	78.12846153846156		0.6349206349206349		0.6349206349206349		0.0		0.07936507936507936		0.24253562503633297		3	1	511		1	15	837	91		0.7962597085220899		
u	53.639285714285734	53.639285714285734		0.375		0.375		0.0		0.0625		0.06482037235521644		0	0	315		1	19	420	46		0.0		
u	88.905	88.905		0.42857142857142855		0.42857142857142855		0.0		0.0		0.0450377349111045		0	0	511		1	35	837	91		0.0		
u	100.0	100.0		0.6666666666666666		0.6666666666666666		1.0		0.16666666666666666		0.5976143046671968		7	1	315		1	14	399	44		0.0		
u	53.655	54.70142857142861		0.375		0.375		0.0		0.5		0.31622776601683794		5	1	315		1	15	399	44		0.0		
u	100.0	100.0		0.4666666666666667		0.4666666666666667		0.5		0.03333333333333333		0.17437145811572893		0	0	315		1	4	399	44		0.0		
u	71.81500000000001	90.95857142857145		0.5555555555555556		0.5555555555555556		0.0		0.2222222222222222		0.16609095970747992		7	1	456		1	20	916	97		0.0		
u	83.77500000000002	83.77500000000002		0.6538461538461539		0.6538461538461539		0.0		0.038461538461538464		0.1091089451179962		0	0	315		1	4	399	44		0.0		
u	100.0	100.0		0.0		0.0		0.0		1.0		0.0		0	0	456		1	4	916	97		0.0		
u	94.8039285714286	100.0		0.631578947368421		0.631578947368421		0.5		0.05263157894736842		0.31622776601683794		0	0	370		1	3	2061	274		0.0		
u	100.0	100.0		0.3333333333333333		0.3333333333333333		0.0		0.041666666666666664		0.07106690545187015		0	0	511		1	3	816	88		0.0		
u	94.30000000000001	94.30000000000001		0.4		0.4		1.0		0.1		0.11396057645963795		2	1	315		1	20	389	42		0.0		
u	87.94500000000002	87.94500000000002		0.2857142857142857		0.2857142857142857		0.0		0.14285714285714285		0.33333333333333337		2	1	456		1	16	897	94		0.0		
u	97.70500000000003	97.70500000000003		0.625		0.625		0.0		0.041666666666666664		0.14907119849998599		2	1	456		1	16	897	94		0.0		
u	90.08833333333334	90.08833333333334		0.08823529411764706		0.08823529411764706		0.5		0.029411764705882353		0.0		0	0	315		1	4	384	40		0.0		
u	88.905	100.0		0.23529411764705882		0.23529411764705882		0.0		0.8823529411764706		0.7768985960673559		0	0	315		1	5	377	39		0.8469759223454659		
u	27.936440677966118	94.565		0.25		0.3125		0.0		0.725		0.5288858853479451		0	0	39		1	4	148	16		0.6881216610410993		
u	100.0	100.0		0.4		0.4		1.0		0.1		0.08703882797784893		5	1	511		1	4	785	82		0.0		
u	90.77000000000001	90.77000000000001		0.6176470588235294		0.6176470588235294		0.0		0.029411764705882353		0.1266600992762247		0	0	315		1	4	372	38		0.0		
u	66.36500000000001	100.0		0.5217391304347826		0.5217391304347826		0.0		0.391304347826087		0.147087101353638		0	0	456		1	28	878	91		0.0		
u	36.62000000000003	36.62000000000003		0.0		0.0		0.0		1.0		0.0		0	0	456		1	28	878	91		0.0		
u	94.30000000000001	94.30000000000001		0.5555555555555556		0.5555555555555556		0.0		0.1111111111111111		0.1111111111111111		8	1	456		1	27	874	90		0.0		
u	100.0	100.0		0.5		0.5		0.0		0.16666666666666666		0.0		7	1	370		1	40	1894	257		0.7582494888679846		
u	86.70500000000001	86.70500000000001		0.5		0.6		0.0		0.1		0.14142135623730948		0	0	370		1	22	1894	257		0.0		
u	100.0	100.0		0.5714285714285714		0.5714285714285714		0.0		0.14285714285714285		0.16116459280507606		7	1	456		1	6	683	78		0.0		
u	66.7871428571429	62.79000000000002		0.4444444444444444		0.5555555555555556		0.0		0.5555555555555556		0.29346959282671103		0	0	456		1	3	667	77		0.22597307314641282		
u	100.0	100.0		0.3333333333333333		0.3333333333333333		1.0		0.1111111111111111		0.19245008972987526		0	0	370		1	9	1824	253		0.8616399814151883		
u	36.62000000000003	36.62000000000003		0.0		0.0		0.0		1.0		0.0		1	1	370		1	5	1821	252		0.0		
u	76.55600000000001	100.0		0.2413793103448276		0.2413793103448276		0.0		0.3448275862068966		0.5842356282783899		0	0	370		1	4	1799	245		0.0		
u	84.8057142857143	100.0		0.32142857142857145		0.35714285714285715		0.0		0.42857142857142855		0.24828176658071044		8	1	370		1	92	1799	245		0.9292437861410672		
u	100.0	100.0		0.5		0.5		1.0		0.16666666666666666		0.1543033499620919		0	0	370		1	5	1799	245		0.0		
u	100.0	100.0		0.0		0.0		0.0		0.125		0.0		0	0	315		1	5	158	20		0.0		
u	81.85500000000002	100.0		0.5		0.5		0.0		0.14285714285714285		0.0		0	0	370		1	1	1799	245		0.0		
u	86.708	94.35000000000002		0.5357142857142857		0.5357142857142857		0.0		0.07142857142857142		0.16666666666666666		0	0	370		1	1	1799	245		0.0		
u	72.61545454545457	72.61545454545457		0.23076923076923078		0.23076923076923078		0.0		0.07692307692307693		0.3678836036909795		22	1	163		1	31	108	4		1.0		
u	100.0	100.0		0.0		0.0		0.0		0.5		0.0		5	1	39		1	62	135	12		0.4543539137445073		
u	67.32894736842107	67.32894736842107		0.5		0.5		0.0		0.05		0.3651483716701107		0	0	370		1	10	1766	239		0.20447702964635986		
u	82.72094827586209	86.875		0.36363636363636365		0.37662337662337664		0.5		0.6233766233766234		0.4068667356033675		2	1	456		1	29	644	69		0.3761909526353627		
u	87.77214285714288	87.77214285714288		0.5517241379310345		0.5517241379310345		0.0		0.034482758620689655		0.18463723646899913		2	1	511		1	24	682	67		0.47871355387816905		
u	97.30067073170733	97.30067073170733		0.5348837209302325		0.5348837209302325		0.0		0.023255813953488372		0.31872762915583835		2	1	511		1	24	682	67		0.47871355387816905		
u	82.5676886792453	82.5676886792453		0.6		0.6		0.5		0.01818181818181818		0.13977131156292244		2	1	511		1	24	682	67		0.47871355387816905		
u	100.0	100.0		0.5652173913043478		0.5652173913043478		0.0		0.043478260869565216		0.3		2	1	511		1	24	682	67		0.47871355387816905		
u	78.77063953488374	94.04473684210527		0.43137254901960786		0.43137254901960786		0.0		0.19607843137254902		0.34426518632954817		2	1	456		1	29	644	69		0.3761909526353627		
u	87.99727272727276	87.99727272727276		0.4166666666666667		0.4166666666666667		0.0		0.08333333333333333		0.14433756729740646		4	1	511		1	59	676	66		0.581421938304522		
u	66.36500000000001	66.36500000000001		0.5789473684210527		0.5789473684210527		0.0		0.05263157894736842		0.24333213169614376		4	1	511		1	59	676	66		0.581421938304522		
u	100.0	100.0		0.6470588235294118		0.6470588235294118		0.5		0.058823529411764705		0.3823595564509362		3	1	315		1	54	116	10		0.5507601145155236		
u	99.49178571428574	99.49178571428574		0.48		0.48		0.5		0.04		0.20801257358446093		3	1	315		1	54	116	10		0.5507601145155236		
u	94.35000000000002	94.35000000000002		0.5		0.5		0.0		0.041666666666666664		0.1967223688411584		3	1	315		1	54	116	10		0.5507601145155236		
u	100.0	100.0		0.5454545454545454		0.5454545454545454		0.0		0.09090909090909091		0.14142135623730948		4	1	511		1	59	676	66		0.581421938304522		
u	93.27535519125685	93.27535519125685		0.6461538461538462		0.6461538461538462		0.0		0.015384615384615385		0.329914439536929		0	0	35		1	54	419	16		0.0		
u	84.97083333333336	84.97083333333336		0.5588235294117647		0.5588235294117647		0.6666666666666666		0.029411764705882353		0.3600411499115478		3	1	315		1	54	116	10		0.5507601145155236		
u	66.5448275862069	66.5448275862069		0.6451612903225806		0.6451612903225806		0.0		0.03225806451612903		0.2525907427704613		3	1	315		1	54	116	10		0.5507601145155236		
u	100.0	77.90500000000002		0.21739130434782608		0.21739130434782608		0.0		0.8695652173913043		0.44172610429938614		0	0	456		1	7	535	63		0.0		
u	100.0	NaN		0.0		0.0		0.0		1.0		0.5		0	0	456		1	7	535	63		0.0		
u	60.16999999999999	87.39927419354841		0.40298507462686567		0.43283582089552236		0.0		0.47761194029850745		0.45807866745109455		2	1	456		1	10	528	61		0.0		
u	53.245833333333366	90.95857142857145		0.30434782608695654		0.34782608695652173		0.0		0.6521739130434783		0.406578556307363		2	1	456		1	8	526	60		0.0		
u	80.30636363636367	84.9784090909091		0.4745762711864407		0.4915254237288136		0.5		0.3220338983050847		0.3188740696088466		0	0	315		1	2	13	4		0.0		
u	5.613235294117658	42.86500000000001		0.1836734693877551		0.20408163265306123		0.0		0.5714285714285714		0.44197999993927367		5	1	511		1	5	561	60		0.0		
u	100.0	100.0		0.5652173913043478		0.6086956521739131		0.0		0.34782608695652173		0.45360921162651446		26	1	694		1	35	1106	88		0.9559839267846817		
u	100.0	NaN		0.4		0.4		0.0		1.0		0.47809144373375745		0	0	456		1	19	429	39		0.0		
u	88.49293478260873	88.49293478260873		0.6		0.6		0.5		0.04		0.26726124191242434		14	1	694		1	46	1049	82		0.0		
u	85.38	85.38		0.5185185185185185		0.5555555555555556		0.5		0.037037037037037035		0.254000254000381		4	1	694		1	34	1031	80		0.0		
u	100.0	100.0		0.4		0.4		0.0		0.6		0.3779644730092272		0	0	694		1	2	939	77		0.27023249996798493		
u	80.46500000000002	80.46500000000002		0.5263157894736842		0.5263157894736842		0.0		0.05263157894736842		0.3779644730092272		9	1	511		1	26	285	28		0.7990141709132553		
u	76.50153846153849	76.50153846153849		0.4262295081967213		0.4262295081967213		0.25		0.01639344262295082		0.216814545195997		0	0	694		1	8	934	75		0.9119989318747974		
u	61.79566455696204	68.08078947368423		0.6292134831460674		0.6292134831460674		0.5		0.0898876404494382		0.11796496305555024		15	1	456		1	25	268	25		0.0		
u	90.99000000000004	100.0		0.5		0.5		1.0		0.75		0.5070925528371099		0	0	370		1	30	1129	183		0.8145254930708055		
u	74.805	72.61545454545457		0.6428571428571429		0.6428571428571429		0.0		0.14285714285714285		0.18257418583505533		12	1	370		1	42	1056	180		0.0		
u	100.0	97.025		0.4		0.4		0.0		0.5		0.12909944487358055		12	1	370		1	42	1056	180		0.0		
u	25.519117647058835	66.40000000000003		0.20833333333333334		0.2916666666666667		0.0		0.875		0.35930640632330324		9	1	370		1	22	1042	173		1.0		
u	83.09903846153848	100.0		0.4375		0.4375		0.5		0.125		0.3627381250550058		8	1	456		1	3	194	10		0.8032931948077677		
u	57.97636363636366	85.16499999999999		0.3111111111111111		0.3333333333333333		0.0		0.5777777777777777		0.3730019232961255		8	1	456		1	3	194	10		0.8032931948077677		
u	80.46500000000002	100.0		0.34782608695652173		0.34782608695652173		0.0		0.34782608695652173		0.16628219864210797		0	0	511		1	13	143	11		0.0		
u	73.84500000000001	100.0		0.3		0.3		0.0		0.5		0.24494897427831777		0	0	511		1	14	143	11		0.0		
u	94.30000000000001	94.30000000000001		0.38095238095238093		0.38095238095238093		0.0		0.047619047619047616		0.36084391824351614		0	0	694		1	17	816	64		0.0		
u	86.26307692307695	92.17119565217394		0.3333333333333333		0.3333333333333333		0.5		0.2		0.21320071635561041		0	0	131		0	0	422	63		0.0		
u	65.98000000000003	68.77000000000002		0.2708333333333333		0.2708333333333333		0.0		0.5		0.30983866769659335		2	1	385		1	19	1687	250		0.0		
u	44.97000000000003	77.81071428571428		0.4444444444444444		0.5		0.0		0.1111111111111111		0.42640143271122083		4	1	161		1	10	252	51		0.0		
u	100.0	100.0		0.375		0.375		1.0		0.1875		0.23570226039551587		4	1	161		1	10	252	51		0.0		
u	80.83214285714287	80.83214285714287		0.6666666666666666		0.6666666666666666		0.5		0.03333333333333333		0.29277002188455997		4	1	161		1	10	252	51		0.0		
u	100.0	100.0		0.46153846153846156		0.5		0.0		0.038461538461538464		0.3713906763541037		0	0	60		1	6	281	55		0.0		
u	90.09000000000002	89.51692307692309		0.6875		0.6875		0.0		0.1875		0.25712973861328997		0	0	694		1	4	672	56		0.0		
u	84.52318181818181	95.73000000000002		0.3		0.3		0.0		0.4		0.3273268353539886		0	0	694		1	4	672	56		0.0		
u	81.94120967741938	81.63000000000002		0.5428571428571428		0.5714285714285714		0.0		0.05714285714285714		0.2756247308353552		0	0	385		1	9	1668	242		0.0		
u	99.53363636363638	99.39500000000001		0.37037037037037035		0.37037037037037035		1.0		0.1111111111111111		0.17407765595569785		0	0	385		1	9	1668	242		0.0		
u	58.4075	53.639285714285734		0.38095238095238093		0.42857142857142855		0.0		0.23809523809523808		0.18190171877724973		0	0	385		1	9	1668	242		0.0		
u	61.26750000000001	100.0		0.45454545454545453		0.45454545454545453		0.5		0.18181818181818182		0.3273268353539886		0	0	385		1	9	1660	241		0.0		
u	59.16092105263158	56.70000000000002		0.2916666666666667		0.375		0.5		0.08333333333333333		0.3415650255319866		6	1	385		1	27	1660	241		0.0		
u	79.94000000000001	80.77714285714288		0.4642857142857143		0.4642857142857143		0.0		0.25		0.23063280200722125		0	0	385		1	9	1648	239		0.0		
u	60.19176470588238	100.0		0.2857142857142857		0.2857142857142857		0.0		0.75		0.34403123102809335		0	0	385		1	9	1648	239		0.0		
u	78.10544117647062	80.25000000000004		0.6363636363636364		0.6363636363636364		0.0		0.07272727272727272		0.39047482407358114		0	0	370		1	75	664	135		0.0		
u	100.0	95.93928571428573		0.43243243243243246		0.43243243243243246		0.0		0.1891891891891892		0.13736056394868904		0	0	161		1	7	161	33		0.0		
u	69.5459523809524	73.16551912568309		0.4140127388535032		0.46496815286624205		0.0		0.1337579617834395		0.25674690766147223		0	0	315		0	0	0	0		0.0		
u	81.727311827957	81.06500000000001		0.45714285714285713		0.4857142857142857		0.6666666666666666		0.05714285714285714		0.13736056394868904		0	0	385		1	5	1585	224		0.0		
u	83.61509615384617	88.76379032258068		0.4722222222222222		0.4722222222222222		0.25		0.05555555555555555		0.3801782728216896		6	1	370		1	6	653	129		0.0		
u	77.90500000000002	100.0		0.5		0.5		0.0		0.5		0.0778498944161523		0	0	0		1	4	584	49		0.0		
u	61.24000000000001	100.0		0.4444444444444444		0.4444444444444444		1.0		0.2222222222222222		0.14907119849998599		0	0	385		1	20	1574	221		0.0		
u	89.51692307692309	100.0		0.4375		0.4375		0.0		0.5		0.31750031750047625		3	1	161		1	17	141	26		0.7567874686642694		
u	41.553571428571445	82.39000000000001		0.3333333333333333		0.3333333333333333		1.0		0.5		0.33946736991660226		10	1	370		1	16	642	127		0.0		
u	83.32000000000004	100.0		0.14285714285714285		0.14285714285714285		1.0		0.2857142857142857		0.1259881576697424		0	0	385		1	17	1574	221		0.0		
u	66.40000000000003	100.0		0.3333333333333333		0.3333333333333333		0.0		0.5		0.15811388300841897		0	0	385		1	8	1532	217		0.0		
u	78.87285714285717	100.0		0.4		0.4		0.0		0.6		0.29649972666444047		0	0	385		0	0	1532	217		0.0		
u	90.99000000000004	100.0		0.25		0.25		1.0		0.5		0.22360679774997896		0	0	385		1	32	1532	217		0.0		
u	78.33000000000001	77.45815217391308		0.5172413793103449		0.5172413793103449		0.0		0.06896551724137931		0.2491364395612199		0	0	497		1	26	713	105		0.0		
u	59.63500000000003	61.32500000000002		0.3076923076923077		0.3076923076923077		0.0		0.46153846153846156		0.3734080224074693		10	1	161		1	14	77	20		1.0		
u	89.89642857142859	100.0		0.29411764705882354		0.29411764705882354		0.0		0.7058823529411765		0.5144957554275265		2	1	370		1	32	596	122		0.0		
u	17.44500000000002	17.44500000000002		0.46153846153846156		0.46153846153846156		0.5		0.07692307692307693		0.7071067811865476		22	1	694		1	19	644	54		0.9652331109844037		
u	51.51500000000003	51.51500000000003		0.4857142857142857		0.4857142857142857		0.0		0.02857142857142857		0.14762034939153687		0	0	385		1	6	1520	212		0.0		
u	36.189354838709676	78.87285714285717		0.17857142857142858		0.19642857142857142		0.0		0.875		0.3740660010403623		0	0	497		1	2	684	100		0.0		
u	100.0	100.0		0.2857142857142857		0.2857142857142857		1.0		0.2857142857142857		0.28284271247461895		0	0	385		1	6	1512	209		0.0		
u	79.21217741935487	80.33250000000004		0.6176470588235294		0.6176470588235294		0.0		0.14705882352941177		0.5009794328681195		0	0	385		1	2	1509	207		0.0		
u	52.69500000000002	49.48000000000002		0.35294117647058826		0.35294117647058826		0.5		0.17647058823529413		0.3849001794597506		2	1	385		1	23	1507	206		0.0			
u	48.04394736842107	100.0		0.2765957446808511		0.2765957446808511		0.0		0.8297872340425532		0.43401208028675914		3	1	201		1	2	20	5		0.0		
u	60.354411764705915	100.0		0.2857142857142857		0.2857142857142857		0.0		0.7857142857142857		0.38790491030114155		13	1	641		1	2	49	15		0.7958181194257216		
u	98.25250000000001	97.7025		0.6111111111111112		0.6111111111111112		0.0		0.1111111111111111		0.07254762501100116		13	1	641		1	2	49	15		0.7958181194257216		
u	88.72514705882354	88.72514705882354		0.5555555555555556		0.5555555555555556		0.0		0.05555555555555555		0.0		13	1	641		1	2	49	15		0.7958181194257216		
u	49.48000000000002	100.0		0.0		0.0		1.0		0.8333333333333334		0.4008918628686366		3	1	201		1	4	18	4		0.0		
u	100.0	100.0		0.0		0.0		0.0		1.0		0.0		2	1	641		1	4	47	14		0.84265028371175		
u	72.61545454545457	82.39000000000001		0.36		0.36		0.0		0.32		0.382546027838003		3	1	201		1	5	18	4		0.0		
u	84.9157142857143	84.9157142857143		0.6		0.6		0.5		0.06666666666666667		0.0		0	0	201		1	5	18	4		0.0		
u	98.30761904761907	100.0		0.4634146341463415		0.4634146341463415		0.0		0.04878048780487805		0.10954451150103321		0	0	201		1	5	18	4		0.0		
u	82.39000000000001	82.39000000000001		0.4444444444444444		0.4444444444444444		0.0		0.1111111111111111		0.10206207261596574		0	0	641		1	5	47	14		0.5964809080634605		
u	66.40000000000003	66.40000000000003		0.0		0.0		1.0		0.2		0.0		0	0	641		1	5	47	14		0.5964809080634605		
u	71.81500000000001	71.81500000000001		0.5		0.625		1.0		0.125		0.13363062095621217		0	0	641		1	2	37	13		0.06970714806775237		
u	42.545000000000016	80.20000000000003		0.25		0.25		0.5		0.5192307692307693		0.3110855084191276		0	0	641		1	2	37	13		0.06970714806775237		
u	60.58250000000001	100.0		0.4482758620689655		0.4482758620689655		0.0		0.9137931034482759		0.40193125238302824		0	0	641		1	2	37	13		0.06970714806775237		
u	100.0	100.0		0.6363636363636364		0.6363636363636364		0.0		0.09090909090909091		0.0890870806374748		0	0	641		1	2	37	13		0.06970714806775237		
u	83.88500000000002	83.88500000000002		0.5588235294117647		0.5588235294117647		0.0		0.029411764705882353		0.22271770159368698		0	0	641		1	2	37	13		0.06970714806775237		
u	66.7871428571429	66.7871428571429		0.7142857142857143		0.7142857142857143		0.0		0.14285714285714285		0.13363062095621217		0	0	0		1	3	117	34		0.0		
u	14.795000000000016	61.26750000000001		0.10714285714285714		0.10714285714285714		0.0		0.6428571428571429		0.3202563076101743		1	1	146		1	22	178	65		0.0		
u	95.68818181818183	95.68818181818183		0.36363636363636365		0.36363636363636365		0.0		0.09090909090909091		0.2581988897471611		0	0	86		1	3	44	5		0.0		
u	94.995	94.995		0.38461538461538464		0.38461538461538464		0.5		0.07692307692307693		0.0		0	0	0		1	2	92	28		0.0		
u	100.0	100.0		0.6122448979591837		0.6122448979591837		0.0		0.02040816326530612		0.0		3	1	146		1	59	166	60		0.0		
u	97.025	100.0		0.4		0.4		1.0		0.4		0.0		3	1	146		1	59	166	60		0.0		
u	83.46583333333336	83.46583333333336		0.40625		0.40625		0.0		0.03125		0.11952286093343936		3	1	146		1	59	166	60		0.0		
u	78.24500000000002	78.24500000000002		0.5384615384615384		0.5384615384615384		1.0		0.07692307692307693		0.0		4	1	44		1	22	134	42		0.0		
u	100.0	100.0		0.391304347826087		0.391304347826087		0.0		0.17391304347826086		0.0		0	0	0		1	22	83	23		0.0		
u	88.72514705882354	100.0		0.3333333333333333		0.3333333333333333		0.5		0.5416666666666666		0.13801311186847084		0	0	0		1	11	83	23		0.0		
u	51.867500000000035	51.867500000000035		0.2		0.2		0.0		0.1		0.0		4	1	44		1	7	134	42		0.0		
u	100.0	100.0		0.2727272727272727		0.2727272727272727		0.0		0.09090909090909091		0.0		4	1	44		1	22	134	42		0.0		
u	100.0	100.0		0.4444444444444444		0.4444444444444444		0.0		0.1111111111111111		0.21320071635561041		2	1	44		1	3	131	40		0.9999999999999999		
u	95.02705882352943	95.02705882352943		0.35294117647058826		0.35294117647058826		0.0		0.058823529411764705		0.033149677206589796		10	1	824		1	34	1608	279		0.0		
u	100.0	100.0		0.6153846153846154		0.6153846153846154		0.0		0.07692307692307693		0.0		6	1	146		1	43	146	49		0.0		
u	44.87545454545456	44.87545454545456		0.3972602739726027		0.3972602739726027		0.0		0.0136986301369863		0.23604282156200057		6	1	146		1	43	146	49		0.0		
u	100.0	100.0		0.5		0.5		0.0		0.35714285714285715		0.420084025208403		0	0	0		1	12	74	17		0.0		
u	68.09500000000004	100.0		0.3333333333333333		0.3333333333333333		0.0		0.5416666666666666		0.41256849850351746		35	1	824		1	68	1598	275		0.9479932041421651		
u	77.90500000000002	77.90500000000002		0.0		0.0		0.0		0.5		0.0		6	1	824		1	22	1598	275		0.0		
u	91.84272727272729	91.84272727272729		0.625		0.625		0.0		0.041666666666666664		0.214422506967559		3	1	146		1	44	126	37		0.0		
u	90.95857142857145	90.95857142857145		0.5714285714285714		0.5714285714285714		1.0		0.14285714285714285		0.14285714285714285		0	0	0		1	27	66	14		0.0		
u	52.69500000000002	52.69500000000002		0.5384615384615384		0.5384615384615384		0.5		0.07692307692307693		0.0		2	1	44		1	26	112	33		1.0		
u	80.33250000000004	97.7025		0.32608695652173914		0.32608695652173914		0.0		0.6086956521739131		0.24318019154289874		3	1	44		1	33	112	33		0.0		
u	58.944318181818204	72.16022727272728		0.24675324675324675		0.24675324675324675		0.0		0.4805194805194805		0.40567404226968795		3	1	44		1	33	112	33		0.0		
u	100.0	100.0		0.2		0.2		0.0		0.1		0.0		11	1	824		1	83	1589	273		0.8405168366635487		
u	100.0	100.0		0.25		0.25		1.0		0.125		0.4629100498862757		26	1	824		1	20	1589	273		0.0		
u	100.0	100.0		0.14285714285714285		0.14285714285714285		0.0		0.14285714285714285		0.0		0	0	0		1	15	49	9		0.0		
u	100.0	100.0		0.6		0.6		0.0		0.06666666666666667		0.0563436169819011		0	0	0		1	4	46	7		0.0		
u	100.0	100.0		0.6666666666666666		0.6666666666666666		1.0		0.1111111111111111		0.0		0	0	44		1	4	93	27		0.0		
u	87.29622093023258	91.11042682926829		0.503448275862069		0.503448275862069		0.0		0.0896551724137931		0.19163065131924467		17	1	60		1	4	7	1		0.0		
u	90.32934210526317	90.32934210526317		0.55		0.55		0.0		0.05		0.19564639521780736		0	0	0		1	12	24	3		0.0		
u	89.51692307692309	89.51692307692309		0.5714285714285714		0.5714285714285714		0.0		0.07142857142857142		0.0		0	0	0		1	6	24	3		0.0		
u	66.7871428571429	66.7871428571429		0.42857142857142855		0.42857142857142855		0.0		0.14285714285714285		0.0		0	0	0		1	15	24	3		0.0		
u	90.99000000000004	90.99000000000004		0.375		0.375		0.0		0.125		0.0		0	0	44		1	9	71	23		0.0		
u	100.0	100.0		0.0		0.0		0.0		0.3333333333333333		0.15075567228888181		3	1	44		1	17	71	23		0.0		
u	95.165	95.165		0.5		0.5		1.0		0.1		0.0		0	0	0		1	6	24	3		0.0		
u	34.59000000000003	34.59000000000003		0.0		0.0		0.0		0.2		0.26967994498529685		3	1	44		1	17	71	23		0.0		
u	52.86500000000001	52.86500000000001		0.45454545454545453		0.45454545454545453		0.0		0.09090909090909091		0.0		0	0	824		1	4	1578	268		0.6974531980352185		
u	68.93774193548388	73.17200000000001		0.40540540540540543		0.40540540540540543		0.0		0.2702702702702703		0.3261640365267211		10	1	824		1	26	1578	268		0.0		
u	61.08595238095239	82.66254385964915		0.2682926829268293		0.2682926829268293		0.0		0.5		0.4704851488661929		11	1	824		1	72	1563	267		0.8405168366635487		
u	66.10000000000002	66.10000000000002		0.4		0.4		0.0		0.1		0.0		10	1	824		1	16	1563	267		0.0		
u	84.90000000000003	84.90000000000003		0.4		0.4		0.0		0.0		0.0778498944161523		10	1	824		1	16	1563	267		0.0		
u	100.0	100.0		0.2727272727272727		0.2727272727272727		0.0		0.09090909090909091		0.0		0	0	44		1	1	42	15		0.0		
u	69.99384615384618	69.99384615384618		0.4		0.4		0.0		0.06666666666666667		0.25		2	1	44		1	4	42	15		0.0		
u	84.9157142857143	100.0		0.16666666666666666		0.16666666666666666		0.0		0.6666666666666666		0.19166296949998196		0	0	44		1	4	42	15		0.0		
u	6.390000000000015	NaN		0.0		0.0		0.0		1.0		0.4082482904638631		0	0	44		1	4	42	15		0.0		
u	79.5575	79.5575		0.631578947368421		0.631578947368421		1.0		0.05263157894736842		0.1091089451179962		3	1	146		1	8	59	20		0.035578403348241		
u	100.0	100.0		0.3333333333333333		0.3333333333333333		0.0		0.16666666666666666		0.12909944487358055		11	1	824		1	67	1546	262		0.8405168366635487		
u	95.9991666666667	76.83227272727274		0.48148148148148145		0.48148148148148145		0.0		0.14814814814814814		0.24253562503633297		11	1	824		1	67	1546	262		0.8405168366635487		
u	83.59833333333334	95.88201550387599		0.47692307692307695		0.49230769230769234		0.3333333333333333		0.3076923076923077		0.31794032215884394		11	1	824		1	67	1546	262		0.8405168366635487		
u	37.455384615384645	95.165		0.5		0.5		0.0		0.375		0.4903042861630642		0	0	824		1	1	1546	262		0.8251369970070347		
u	86.08346153846156	86.39955882352943		0.6785714285714286		0.6785714285714286		0.0		0.03571428571428571		0.13222147133698628		0	0	824		1	1	1546	262		0.8251369970070347		
u	72.04500000000002	72.04500000000002		0.5757575757575758		0.5757575757575758		0.0		0.030303030303030304		0.06677805632941779		0	0	824		1	1	1546	262		0.8251369970070347		
u	52.57954545454548	54.98069767441861		0.3709677419354839		0.3709677419354839		0.0		0.03225806451612903		0.03945319790992814		7	1	824		1	19	1546	262		0.788077057787279		
u	80.46500000000002	84.93829931972792		0.5645161290322581		0.5645161290322581		0.0		0.16129032258064516		0.17888543819998318		53	1	824		1	49	1546	262		0.0		
